work_orders,Process_numbers,section_names,status,working_hours,priority
FA2303130476,1,EPM,1,0.01,1471
FA2302110040,1,G,1,16.5,1472
FA2212310005,2,MC,1,10,1473
FA2212310006,2,MC,1,12,1474
FA2212310007,2,MC,1,12,1475
FA2301180034,2,G,1,15,1476
FA2302160032,4,CNC,1,10,1477
FA2211140022,1,EM,1,0.1,1478
FA2212130004,1,EM,1,2,1479
FA2212130005,1,EM,1,2,1480
FA2301140012,1,EM,1,1,1481
FA2301140013,1,EM,1,1,1482
FA2301140046,1,EM,1,1,1483
FA2301140079,1,EM,1,1,1484
FA2301140080,1,EM,1,3,1485
FA2301140081,1,EM,1,3,1486
FA2301140082,1,EM,1,2,1487
FA2301140083,1,EM,1,1.5,1488
FA2301140084,1,EM,1,5,1489
FA2301140085,1,EM,1,4,1490
FA2301140086,1,EM,1,2.5,1491
FA2301140087,1,EM,1,2.5,1492
FA2302170391,1,M,1,2,1493
FA2302240460,1,EM,1,3.5,1494
FA2302240461,1,EM,1,2.5,1495
FA2302240462,1,EM,1,4,1496
FA2202220017,3,H,0,72,1497
FA2202220018,3,H,0,72,1498
FA2202220017,4,GP,0,12,1499
FA2202220018,4,GP,0,12,1500
FA2202220017,5,CNC,0,2,1501
FA2202220018,5,CNC,0,2,1502
FA2302230078,3,ES,0,3,1503
FA2303070173,3,GP,0,5,1504
FA2303070173,4,G,0,7,1505
FA2303070173,5,EP,0,4,1506
FA2303070173,6,WE,0,40,1507
FA2303070173,7,CNC,0,38,1508
FA2303070173,8,ES,0,100,1509
FA2303070173,9,M,0,1,1510
FA2302210073,8,ES,0,120,1511
FA2302210074,8,ES,0,120,1512
FA2302210073,9,G,0,3.5,1513
FA2302210074,9,G,0,3.5,1514
FA2302210073,10,M,0,2,1515
FA2302210074,10,M,0,2,1516
FA2303050025,3,H,0,72,1517
FA2303070178,3,H,0,48,1518
FA2303050025,4,G,0,4,1519
FA2303070178,4,GP,0,8,1520
FA2303050025,5,CNC,0,6,1521
FA2303070178,5,G,0,9,1522
FA2303050025,6,EP,0,1,1523
FA2303070178,6,EP,0,1.5,1524
FA2303050025,7,WE,0,6,1525
FA2303070178,7,WE,0,24,1526
FA2303050025,8,ES,0,40,1527
FA2303070178,8,ES,0,32,1528
FA2303070178,9,M,0,3,1529
FA2303040035,2,ES,0,4,1530
FA2303040036,2,ES,0,4,1531
FA2302210098,3,G,0,3,1532
FA2303050032,3,H,0,72,1533
FA2303070176,3,GP,0,6,1534
FA2302210098,4,CNC,0,2.3,1535
FA2302210099,4,WE,0,2.3,1536
FA2302210100,4,WE,0,2.3,1537
FA2303050032,4,G,0,3.5,1538
FA2303070176,4,G,0,6,1539
FA2302210098,5,WE,0,1,1540
FA2302210099,5,CNC,0,3,1541
FA2302210100,5,CNC,0,3,1542
FA2303050032,5,CNC,0,14,1543
FA2303070176,5,CNC,0,44,1544
FA2302210098,6,ES,0,2.5,1545
FA2303050032,6,WE,0,8,1546
FA2303070176,6,EP,0,7,1547
FA2302210098,7,G,0,1.2,1548
FA2303050032,7,G,0,1.5,1549
FA2303070176,7,WE,0,48,1550
FA2303050032,8,ES,0,8,1551
FA2303070176,8,ES,0,90,1552
FA2303050032,9,M,0,0.8,1553
FA2303070176,9,M,0,1,1554
FA2302170190,11,ES,0,38,1555
FA2302170190,12,CNC,0,24,1556
FA2301280131,13,ES,0,5,1557
FA2302170190,13,ES,0,33,1558
FA2210300045,3,H,0,72,1559
FA2210300046,3,H,0,72,1560
FA2302280018,3,H,0,72,1561
FA2303070174,3,CNC,0,3.5,1562
FA2210300045,4,G,0,1,1563
FA2210300046,4,G,0,1,1564
FA2211130095,4,BD,0,32,1565
FA2302280018,4,GP,0,1,1566
FA2302280022,4,GP,0,1,1567
FA2302280063,4,GP,0,1,1568
FA2303070174,4,H,0,72,1569
FA2210300045,5,WE,0,2,1570
FA2210300046,5,WE,0,3,1571
FA2301030075,5,CNC,0,3.5,1572
FA2302230067,5,EP,0,0.5,1573
FA2303070174,5,GP,0,2.5,1574
FA2301030075,6,M,0,2,1575
FA2302230067,6,WE,0,1.5,1576
FA2302260035,6,M,0,1.2,1577
FA2303070174,6,G,0,4,1578
FA2302230067,7,CNC,0,1.5,1579
FA2303070174,7,CNC,0,10,1580
FA2302230067,8,ES,0,2.5,1581
FA2302230071,8,ES,0,4.5,1582
FA2303070174,8,ES,0,16,1583
FA2302020183,9,M,0,0.5,1584
FA2302230067,9,M,0,0.5,1585
FA2302230071,9,M,0,0.5,1586
FA2302020183,10,G,0,0.3,1587
FA2303030023,2,ES,0,3,1588
FA2303030030,2,AW,0,0.8,1589
FA2303030030,3,ES,0,2.5,1590
FA2303050029,4,GP,0,5,1591
FA2303050030,4,GP,0,5,1592
FA2302120121,5,EP,0,5,1593
FA2302280040,5,ES,0,24,1594
FA2302280041,5,ES,0,24,1595
FA2303050029,5,WE,0,6,1596
FA2303050030,5,WE,0,6,1597
FA2302120121,6,WE,0,26,1598
FA2302240424,6,WE,0,3.5,1599
FA2302240425,6,WE,0,3.5,1600
FA2303050029,6,CNC,0,5,1601
FA2303050030,6,CNC,0,5,1602
FA2302120121,7,CNC,0,44,1603
FA2302240424,7,G,0,1,1604
FA2302240425,7,G,0,1,1605
FA2302120121,8,ES,0,120,1606
FA2302230072,8,M,0,0.5,1607
FA2302120121,9,M,0,2,1608
FA2302190112,13,CNC,0,48,1609
FA2302190112,14,ES,0,95,1610
FA2302270214,2,CNC,0,1.8,1611
FA2302280079,2,CNC,0,2,1612
FA2302280082,2,CNC,0,1.8,1613
FA2303010132,2,G,0,1,1614
FA2303010136,2,ES,0,2,1615
FA2303060046,2,G,0,1.2,1616
FA2303060047,2,ES,0,2,1617
FA2303060052,2,G,0,1,1618
FA2303060053,2,G,0,0.8,1619
FA2303060054,2,G,0,1,1620
FA2303060055,2,ES,0,1.5,1621
FA2303060056,2,ES,0,2.5,1622
FA2303060057,2,G,0,0.6,1623
FA2303060058,2,G,0,0.6,1624
FA2303060059,2,ES,0,1.6,1625
FA2303060060,2,ES,0,1.5,1626
FA2302250100,3,CNC,0,2.5,1627
FA2302270214,3,EP,0,0.3,1628
FA2302280072,3,H,0,72,1629
FA2302280078,3,CNC,0,1.5,1630
FA2302280079,3,ES,0,4,1631
FA2302280081,3,CNC,0,1.5,1632
FA2302280082,3,WE,0,1.5,1633
FA2303010132,3,ES,0,3,1634
FA2303060050,3,ES,0,3,1635
FA2303060052,3,ES,0,3,1636
FA2303060053,3,WE,0,1,1637
FA2303060054,3,ES,0,1.8,1638
FA2303060057,3,ES,0,1.5,1639
FA2303060058,3,ES,0,1.5,1640
FA2302170581,4,CNC,0,12,1641
FA2302170582,4,CNC,0,12,1642
FA2302250100,4,EP,0,0.5,1643
FA2302260043,4,GP,0,2.5,1644
FA2302270214,4,WE,0,1.5,1645
FA2302280067,4,GP,0,1,1646
FA2302280072,4,GP,0,1,1647
FA2302280078,4,WE,0,1.5,1648
FA2302280081,4,WE,0,1.5,1649
FA2302280082,4,ES,0,4,1650
FA2303060051,4,ES,0,3,1651
FA2302090164,5,CNC,0,2.5,1652
FA2302090165,5,CNC,0,2.5,1653
FA2302090167,5,CNC,0,2.5,1654
FA2302170581,5,WE,0,4,1655
FA2302170582,5,WE,0,4,1656
FA2302250100,5,WE,0,2,1657
FA2302260043,5,M,0,1,1658
FA2302270214,5,ES,0,3.5,1659
FA2302280078,5,ES,0,3.5,1660
FA2302280081,5,ES,0,3.5,1661
FA2302060159,6,CNC,0,2.5,1662
FA2302060233,6,CNC,0,2.5,1663
FA2302090164,6,EP,0,1.5,1664
FA2302090165,6,EP,0,1.5,1665
FA2302090167,6,EP,0,1.5,1666
FA2302250100,6,ES,0,2,1667
FA2302260038,6,WE,0,1.2,1668
FA2302090164,7,WE,0,12,1669
FA2302090165,7,WE,0,12,1670
FA2302090167,7,WE,0,12,1671
FA2302260038,7,ES,0,10,1672
FA2301170203,8,WE,0,9,1673
FA2302090164,8,G,0,1.5,1674
FA2302090165,8,ES,0,5.5,1675
FA2302090167,8,G,0,1.5,1676
FA2302260038,8,M,0,0.5,1677
FA2301170203,9,M,0,7,1678
FA2302090164,9,ES,0,5.5,1679
FA2302090167,9,ES,0,6,1680
FA2302200458,9,CNC,0,15,1681
FA2302260038,9,ZL,0,0.1,1682
FA2302200458,10,M,0,4,1683
FA2302200458,11,ES,0,38,1684
FA2302200458,12,CNC,0,24,1685
FA2302160755,13,ES,0,33,1686
FA2302170111,13,ES,0,33,1687
FA2302200458,13,ES,0,33,1688
FA2302020114,2,ES,0,2.5,1689
FA2302030071,2,EP,0,0.5,1690
FA2302230114,2,ES,0,2,1691
FA2302240026,2,ES,0,1.5,1692
FA2302250087,2,ES,0,1.5,1693
FA2302250088,2,ES,0,1.5,1694
FA2302250089,2,G,0,0.6,1695
FA2302250091,2,G,0,1,1696
FA2302270215,2,G,0,1,1697
FA2302270295,2,G,0,1,1698
FA2302270296,2,G,0,0.5,1699
FA2302280083,2,CNC,0,1.5,1700
FA2302280084,2,CNC,0,1.5,1701
FA2302280085,2,WE,0,1,1702
FA2302280086,2,WE,0,1,1703
FA2302280087,2,WE,0,1,1704
FA2303020040,2,BD,0,1.5,1705
FA2303020041,2,BD,0,1.5,1706
FA2303020321,2,M,0,0.5,1707
FA2303020323,2,CNC,0,1.5,1708
FA2303080086,2,G,0,3,1709
FA2301040009,3,CNC,0,8,1710
FA2302020114,3,EM,0,1,1711
FA2302030071,3,WE,0,1,1712
FA2302080010,3,CNC,0,12,1713
FA2302150133,3,CNC,0,22,1714
FA2302210067,3,WE,0,6,1715
FA2302250089,3,CNC,0,1.5,1716
FA2302250091,3,ES,0,2,1717
FA2302270215,3,ES,0,1.5,1718
FA2302270295,3,EP,0,0.5,1719
FA2302270296,3,ES,0,3,1720
FA2302280083,3,ES,0,2,1721
FA2302280084,3,WE,0,1.5,1722
FA2302280085,3,ES,0,1.5,1723
FA2302280086,3,ES,0,1.5,1724
FA2302280087,3,ES,0,1.5,1725
FA2303020323,3,WE,0,1,1726
FA2303080086,3,CNC,0,8,1727
FA2301040009,4,H,0,72,1728
FA2302030071,4,ES,0,2,1729
FA2302080010,4,ES,0,22,1730
FA2302150133,4,ES,0,76,1731
FA2302210067,4,ES,0,20,1732
FA2302270295,4,WE,0,1.5,1733
FA2302280084,4,ES,0,3,1734
FA2303020323,4,ES,0,2,1735
FA2303080086,4,ES,0,16,1736
FA2301040009,5,G,0,3,1737
FA2302050026,5,WE,0,8,1738
FA2302150133,5,M,0,4,1739
FA2302210067,5,EM,0,1,1740
FA2302270295,5,ES,0,2,1741
FA2303070052,5,G,0,16,1742
FA2303080121,5,M,0,1.2,1743
FA2211210144,6,EP,0,0.8,1744
FA2211210148,6,ES,0,1.5,1745
FA2301040009,6,CNC,0,12,1746
FA2301170202,6,WE,0,10,1747
FA2302050026,6,ES,0,10,1748
FA2303070052,6,ES,0,30,1749
FA2303080121,6,EP,0,0.7,1750
FA2301040009,7,ES,0,8,1751
FA2301170202,7,M,0,4,1752
FA2303070051,7,G,0,16,1753
FA2303070052,7,M,0,2,1754
FA2301040009,8,EP,0,2,1755
FA2302010222,8,CNC,0,30,1756
FA2302050055,8,ES,0,20,1757
FA2303040029,8,ES,0,40,1758
FA2303070051,8,ES,0,30,1759
FA2301040009,9,WE,0,8,1760
FA2302010012,9,M,0,1.5,1761
FA2302010222,9,WE,0,16,1762
FA2302030057,9,ES,0,9,1763
FA2302050055,9,M,0,0.8,1764
FA2302190198,9,GP,0,3,1765
FA2303040029,9,M,0,4,1766
FA2303070051,9,M,0,2,1767
FA2301040009,10,G,0,2,1768
FA2301270053,10,ES,0,3,1769
FA2302010222,10,ES,0,55,1770
FA2302030057,10,M,0,0.8,1771
FA2302050055,10,G,0,0.8,1772
FA2302190198,10,CNC,0,6,1773
FA2302200374,10,M,0,4,1774
FA2302010222,11,M,0,2,1775
FA2302190198,11,EP,0,5,1776
FA2302200374,11,ES,0,38,1777
FA2302010222,12,G,0,1,1778
FA2302050059,12,M,0,0.5,1779
FA2302190198,12,WE,0,71,1780
FA2302200374,12,CNC,0,24,1781
FA2212010293,13,CNC,0,78,1782
FA2302050059,13,G,0,0.5,1783
FA2302190198,13,CNC,0,48,1784
FA2302200374,13,ES,0,33,1785
FA2212010293,14,ES,0,105,1786
FA2212010294,14,ES,0,105,1787
FA2302190198,14,ES,0,95,1788
FA2302150124,2,AW,0,2.5,1789
FA2302150127,2,G,0,1.5,1790
FA2302150130,2,M,0,2,1791
FA2302150131,2,M,0,2,1792
FA2302150132,2,M,0,2,1793
FA2302160050,2,G,0,2,1794
FA2302160051,2,G,0,2,1795
FA2302200468,2,G,0,1.5,1796
FA2302220241,2,ES,0,6,1797
FA2303030049,2,ES,0,2,1798
FA2303030051,2,G,0,0.8,1799
FA2303040027,2,G,0,1,1800
FA2303040028,2,G,0,1,1801
FA2303040047,2,MC,0,2,1802
FA2303070021,2,ES,0,4,1803
FA2303070068,2,ES,0,3,1804
FA2303070069,2,ES,0,6,1805
FA2303070073,2,G,0,1,1806
FA2303070080,2,ES,0,2,1807
FA2303080171,2,BD,0,1.5,1808
FA2303080177,2,G,0,1,1809
FA2303080181,2,G,0,1,1810
FA2302050216,3,CNC,0,2.5,1811
FA2302050223,3,H,0,72,1812
FA2302050238,3,H,0,72,1813
FA2302050239,3,H,0,72,1814
FA2302130164,3,WE,0,3,1815
FA2302150124,3,CNC,0,4,1816
FA2302150127,3,CNC,0,3,1817
FA2302160050,3,ES,0,12,1818
FA2302160051,3,ES,0,12,1819
FA2302200468,3,ES,0,12,1820
FA2303030051,3,ES,0,2,1821
FA2303030062,3,EP,0,1.5,1822
FA2303040027,3,CNC,0,2.5,1823
FA2303040028,3,CNC,0,2.5,1824
FA2303060009,3,CNC,0,3,1825
FA2303070073,3,ES,0,2,1826
FA2303070087,3,ES,0,3,1827
FA2303080088,3,WE,0,4,1828
FA2303080181,3,ES,0,1.5,1829
FA2302050216,4,H,0,72,1830
FA2302050223,4,G,0,2,1831
FA2302050237,4,GP,0,1.5,1832
FA2302050238,4,G,0,1.5,1833
FA2302050239,4,G,0,1.5,1834
FA2302130164,4,ES,0,5,1835
FA2302150124,4,EP,0,1,1836
FA2302150127,4,WE,0,4,1837
FA2303030062,4,WE,0,6,1838
FA2303040027,4,ES,0,3,1839
FA2303040028,4,ES,0,3,1840
FA2303060009,4,WE,0,2,1841
FA2303070114,4,ES,0,5,1842
FA2303080088,4,ES,0,8,1843
FA2301170239,5,WE,0,2.5,1844
FA2301170240,5,WE,0,1.8,1845
FA2301170243,5,WE,0,2.3,1846
FA2301170246,5,WE,0,1.8,1847
FA2302050216,5,GP,0,1.5,1848
FA2302050223,5,M,0,0.5,1849
FA2302050237,5,M,0,0.7,1850
FA2302050238,5,WE,0,2.2,1851
FA2302050239,5,WE,0,2.2,1852
FA2302150124,5,WE,0,2.5,1853
FA2302280134,5,GP,0,3,1854
FA2301170239,6,M,0,0.5,1855
FA2301170243,6,M,0,0.5,1856
FA2301170244,6,M,0,0.5,1857
FA2301170245,6,M,0,0.5,1858
FA2301170246,6,M,0,0.5,1859
FA2302050216,6,G,0,2,1860
FA2302280134,6,G,0,1.5,1861
FA2303020384,6,G,0,2,1862
FA2303020386,6,ES,0,3.5,1863
FA2302050047,7,ES,0,7,1864
FA2302050216,7,CNC,0,3,1865
FA2302280134,7,CNC,0,4,1866
FA2303020386,7,G,0,2,1867
FA2302050127,8,WE,0,18,1868
FA2302050216,8,M,0,0.5,1869
FA2302280134,8,EP,0,0.8,1870
FA2303020386,8,M,0,1,1871
FA2301290026,9,ES,0,10,1872
FA2301290027,9,ES,0,10,1873
FA2302030070,9,ES,0,9,1874
FA2302050127,9,GP,0,1.5,1875
FA2302280134,9,WE,0,2.5,1876
FA2303040021,9,M,0,4,1877
FA2302030070,10,M,0,0.8,1878
FA2302050053,10,ES,0,8,1879
FA2302050054,10,ES,0,10,1880
FA2302050127,10,ES,0,26,1881
FA2302280134,10,ES,0,8,1882
FA2302050053,11,M,0,0.8,1883
FA2302050054,11,M,0,0.8,1884
FA2302050127,11,M,0,0.5,1885
FA2302030056,12,M,0,0.5,1886
FA2302050053,12,G,0,0.5,1887
FA2302050054,12,G,0,0.5,1888
FA2302050127,12,G,0,1,1889
FA2210210011,13,P,0,2,1890
FA2302220094,13,CNC,0,30,1891
FA2210210011,14,ES,0,80,1892
FA2301280219,14,ES,0,8,1893
FA2302220094,14,ES,0,86,1894
FA2302080323,2,WE,0,1,1895
FA2302100012,2,WE,0,1.5,1896
FA2302130176,2,ES,0,2,1897
FA2302130191,2,G,0,1.5,1898
FA2302140315,2,CNC,0,1.5,1899
FA2302140325,2,G,0,1.5,1900
FA2302170556,2,CNC,0,1.5,1901
FA2302170558,2,CNC,0,1.5,1902
FA2302180150,2,ES,0,5,1903
FA2302200283,2,CNC,0,1.5,1904
FA2302200285,2,ES,0,1.5,1905
FA2302200469,2,ES,0,4,1906
FA2302210039,2,G,0,2,1907
FA2302210120,2,ES,0,3,1908
FA2302210121,2,G,0,1,1909
FA2302220080,2,ES,0,2,1910
FA2302220082,2,G,0,1,1911
FA2302220083,2,G,0,1,1912
FA2302220084,2,G,0,0.5,1913
FA2302220242,2,ES,0,2,1914
FA2302230184,2,ES,0,3,1915
FA2302280015,2,G,0,0.8,1916
FA2302080323,3,ES,0,2,1917
FA2302100012,3,ES,0,2,1918
FA2302130159,3,ES,0,1.5,1919
FA2302130160,3,ES,0,1.5,1920
FA2302130161,3,ES,0,1.5,1921
FA2302130191,3,ES,0,1.5,1922
FA2302140315,3,ES,0,4,1923
FA2302140325,3,ES,0,3,1924
FA2302170556,3,ES,0,2.5,1925
FA2302170558,3,ES,0,3,1926
FA2302200283,3,ES,0,2,1927
FA2302210039,3,ES,0,2.5,1928
FA2302210121,3,ES,0,2,1929
FA2302220082,3,ES,0,2,1930
FA2302220083,3,ES,0,2,1931
FA2302220084,3,ES,0,1.5,1932
FA2302220243,3,AW,0,0.5,1933
FA2302280015,3,ES,0,1.5,1934
FA2303070043,3,CNC,0,6,1935
FA2303080056,3,BD,0,0.5,1936
FA2211130094,4,BD,0,32,1937
FA2301040982,4,ES,0,5,1938
FA2302220243,4,WE,0,1.2,1939
FA2303070043,4,WE,0,6,1940
FA2210300037,5,ES,0,3,1941
FA2301060152,5,ES,0,3,1942
FA2302220243,5,ES,0,3,1943
FA2303050026,5,CNC,0,6,1944
FA2303050031,5,CNC,0,4,1945
FA2303070043,5,ES,0,8,1946
FA2303070175,5,ES,0,16,1947
FA2303070177,5,ES,0,26,1948
FA2210280228,6,ES,0,1,1949
FA2301060262,6,WE,0,1,1950
FA2302280133,6,CNC,0,42,1951
FA2303050026,6,EP,0,1.5,1952
FA2303050031,6,ES,0,11,1953
FA2301060262,7,CNC,0,2,1954
FA2302050106,7,EP,0,1.8,1955
FA2302280133,7,ES,0,40,1956
FA2303050026,7,WE,0,10,1957
FA2303050031,7,M,0,1.5,1958
FA2302050106,8,WE,0,9,1959
FA2302170196,8,M,0,1,1960
FA2303050026,8,ES,0,14,1961
FA2303050031,8,G,0,4,1962
FA2302050034,9,M,0,1.5,1963
FA2302050106,9,ES,0,38,1964
FA2303050026,9,M,0,2.8,1965
FA2302050106,10,M,0,0.8,1966
FA2302050289,12,M,0,0.5,1967
FA2302050290,12,M,0,0.5,1968
FA2302190197,12,WE,0,71,1969
FA2302190197,13,CNC,0,48,1970
FA2302190197,14,ES,0,95,1971
FA2303070036,2,ES,0,1.8,1972
FA2303070041,2,ES,0,2,1973
FA2303070042,2,ES,0,6,1974
FA2303070044,2,G,0,0.8,1975
FA2303070045,2,G,0,1,1976
FA2303070046,2,ES,0,3,1977
FA2303070047,2,ES,0,2,1978
FA2303070048,2,ES,0,4,1979
FA2303070049,2,ES,0,3,1980
FA2303070050,2,ES,0,2.5,1981
FA2303080138,2,CNC,0,2,1982
FA2303080140,2,ES,0,2,1983
FA2303080141,2,G,0,2,1984
FA2303080142,2,G,0,2,1985
FA2303080143,2,G,0,1,1986
FA2303080152,2,CNC,0,3,1987
FA2303080153,2,CNC,0,2.3,1988
FA2303080155,2,CNC,0,1.5,1989
FA2303080156,2,CNC,0,2,1990
FA2303080157,2,CNC,0,1.5,1991
FA2303080161,2,ES,0,1.5,1992
FA2303080162,2,ES,0,1.5,1993
FA2303080164,2,ES,0,5,1994
FA2303080166,2,G,0,1,1995
FA2303080167,2,G,0,1,1996
FA2303100006,2,BD,0,1.5,1997
FA2303110085,2,WE,0,3,1998
FA2303120008,2,M,0,6,1999
FA2301170045,3,G,0,5,2000
FA2302050212,3,CNC,0,5.5,2001
FA2303070038,3,CNC,0,1.6,2002
FA2303070044,3,WE,0,1.2,2003
FA2303070045,3,WE,0,2,2004
FA2303070151,3,ES,0,1.5,2005
FA2303080138,3,ES,0,2.5,2006
FA2303080152,3,ES,0,5,2007
FA2303080153,3,WE,0,1.3,2008
FA2303080154,3,CNC,0,2,2009
FA2303080155,3,ES,0,2,2010
FA2303080156,3,EP,0,0.3,2011
FA2303080157,3,ES,0,1.8,2012
FA2303080158,3,CNC,0,1.5,2013
FA2303080163,3,M,0,1.3,2014
FA2303080166,3,ES,0,5,2015
FA2303080167,3,ES,0,5,2016
FA2303120008,3,WE,0,3,2017
FA2301170045,4,ES,0,8,2018
FA2302050212,4,GP,0,4,2019
FA2302220275,4,H,0,72,2020
FA2303070038,4,WE,0,1,2021
FA2303070044,4,ES,0,2,2022
FA2303070045,4,ES,0,3.5,2023
FA2303080153,4,ES,0,3.5,2024
FA2303080154,4,ES,0,3.5,2025
FA2303080156,4,WE,0,1.3,2026
FA2303080158,4,ES,0,3.5,2027
FA2302050102,5,CNC,0,6,2028
FA2302050212,5,CNC,0,11,2029
FA2302220275,5,G,0,6,2030
FA2303050028,5,WE,0,7,2031
FA2303070038,5,ES,0,3.5,2032
FA2303080156,5,ES,0,3,2033
FA2303090014,5,ES,0,1.5,2034
FA2302050102,6,EP,0,1,2035
FA2302050212,6,WE,0,10,2036
FA2302050213,6,GP,0,6,2037
FA2302220275,6,CNC,0,14,2038
FA2303050027,6,ES,0,6,2039
FA2303050028,6,ES,0,6,2040
FA2302050102,7,WE,0,6,2041
FA2302050212,7,M,0,4,2042
FA2302050213,7,CNC,0,16,2043
FA2302220275,7,EP,0,3,2044
FA2303050027,7,M,0,1.8,2045
FA2303050028,7,M,0,1.8,2046
FA2302050102,8,ES,0,18,2047
FA2302050123,8,ES,0,20,2048
FA2302050213,8,WE,0,9,2049
FA2302220275,8,WE,0,15,2050
FA2303040023,8,M,0,1,2051
FA2303040032,8,M,0,1,2052
FA2302050102,9,M,0,1.5,2053
FA2302050123,9,M,0,0.8,2054
FA2302050213,9,M,0,7,2055
FA2302220275,9,ES,0,28,2056
FA2303040023,9,G,0,0.5,2057
FA2303040031,9,G,0,0.5,2058
FA2303040032,9,G,0,0.3,2059
FA2302050123,10,G,0,0.8,2060
FA2302220275,10,M,0,1.5,2061
FA2302190120,11,EP,0,3,2062
FA2302190120,12,WE,0,35,2063
FA2302190120,13,CNC,0,27,2064
FA2302190120,14,P,0,1,2065
FA2302190120,15,ES,0,68,2066
FA2302230094,2,CNC,0,1.5,2067
FA2302230095,2,ES,0,2,2068
FA2302230100,2,ES,0,1.8,2069
FA2302230206,2,CNC,0,1.8,2070
FA2302240040,2,CNC,0,1.5,2071
FA2302240411,2,ES,0,2,2072
FA2303090051,2,CNC,0,2.5,2073
FA2303120073,2,GD,0,2.5,2074
FA2302230094,3,WE,0,1.2,2075
FA2302240040,3,ES,0,1.5,2076
FA2303070137,3,G,0,4,2077
FA2303090051,3,ES,0,2.5,2078
FA2303110046,3,CNC,0,13,2079
FA2303110050,3,CNC,0,13,2080
FA2303120073,3,M,0,7.5,2081
FA2302050097,4,CNC,0,4,2082
FA2302230094,4,ES,0,1.5,2083
FA2303070137,4,M,0,1.5,2084
FA2303110046,4,H,0,72,2085
FA2303110050,4,H,0,72,2086
FA2303120073,4,CNC,0,10,2087
FA2303130391,4,G,0,5,2088
FA2302050094,5,WE,0,8,2089
FA2302050097,5,EP,0,0.5,2090
FA2302050099,5,M,0,0.8,2091
FA2302050114,5,EP,0,0.5,2092
FA2303110046,5,G,0,16,2093
FA2303110050,5,G,0,16,2094
FA2303120073,5,H,0,72,2095
FA2303130391,5,M,0,1,2096
FA2302050094,6,ES,0,10,2097
FA2302050097,6,WE,0,6,2098
FA2302050099,6,ES,0,16,2099
FA2302050114,6,WE,0,2.5,2100
FA2302050125,6,WE,0,2.5,2101
FA2302050291,6,GP,0,3,2102
FA2302190116,6,M,0,1.5,2103
FA2303110046,6,CNC,0,30,2104
FA2303110050,6,CNC,0,30,2105
FA2303120073,6,GP,0,5,2106
FA2303130391,6,CNC,0,12,2107
FA2302050097,7,ES,0,8,2108
FA2302050114,7,CNC,0,3,2109
FA2302050125,7,ES,0,16,2110
FA2302050291,7,WE,0,8,2111
FA2302190116,7,GP,0,4,2112
FA2303090040,7,WE,0,2,2113
FA2303110046,7,EP,0,3,2114
FA2303110050,7,EP,0,3,2115
FA2303120073,7,G,0,16,2116
FA2303130391,7,ES,0,20,2117
FA2302050114,8,ES,0,12,2118
FA2302050125,8,M,0,0.7,2119
FA2302050291,8,CNC,0,11,2120
FA2302190116,8,CNC,0,30,2121
FA2303110046,8,WE,0,35,2122
FA2303110050,8,WE,0,35,2123
FA2303120073,8,CNC,0,30,2124
FA2302050114,9,M,0,0.5,2125
FA2302050125,9,G,0,0.3,2126
FA2302050291,9,ES,0,9,2127
FA2302050292,9,ES,0,9,2128
FA2302190116,9,EP,0,0.5,2129
FA2302220164,9,CNC,0,15,2130
FA2303110046,9,ES,0,100,2131
FA2303110050,9,ES,0,100,2132
FA2303120073,9,WE,0,16,2133
FA2302050291,10,M,0,0.8,2134
FA2302050292,10,M,0,0.8,2135
FA2302190116,10,WE,0,10,2136
FA2302220164,10,M,0,4,2137
FA2303110046,10,M,0,1.5,2138
FA2303110050,10,M,0,1.5,2139
FA2303120073,10,ES,0,55,2140
FA2302190116,11,ES,0,68,2141
FA2302220164,11,ES,0,38,2142
FA2303120073,11,M,0,2,2143
FA2302190116,12,M,0,0.5,2144
FA2302220164,12,CNC,0,24,2145
FA2303120073,12,G,0,1,2146
FA2302220164,13,ES,0,33,2147
FA2303040054,2,ES,0,2.5,2148
FA2303040055,2,ES,0,2.5,2149
FA2303090048,2,CNC,0,2.5,2150
FA2303090049,2,CNC,0,2.5,2151
FA2303090054,2,G,0,3,2152
FA2303090055,2,G,0,0.8,2153
FA2303090056,2,G,0,0.8,2154
FA2303090058,2,G,0,1.2,2155
FA2303100064,2,CNC,0,4,2156
FA2303100065,2,CNC,0,3,2157
FA2303110030,2,G,0,0.8,2158
FA2303110070,2,CNC,0,2.5,2159
FA2303110071,2,CNC,0,2.5,2160
FA2303110072,2,G,0,1.5,2161
FA2303110073,2,G,0,1.5,2162
FA2303110086,2,ES,0,8,2163
FA2303110087,2,ES,0,8,2164
FA2303120069,2,M,0,5,2165
FA2301030053,3,CNC,0,2.5,2166
FA2302050131,3,G,0,2.5,2167
FA2302220171,3,H,0,72,2168
FA2303090048,3,ES,0,2.5,2169
FA2303090049,3,ES,0,2.5,2170
FA2303090056,3,CNC,0,1.5,2171
FA2303100064,3,EP,0,0.5,2172
FA2303100065,3,WE,0,2,2173
FA2303110070,3,EP,0,0.5,2174
FA2303110071,3,EP,0,0.5,2175
FA2303110072,3,ES,0,2.5,2176
FA2303110073,3,ES,0,2.5,2177
FA2303120069,3,H,0,72,2178
FA2301030053,4,M,0,1,2179
FA2301310458,4,ES,0,2,2180
FA2302050089,4,CNC,0,3,2181
FA2302050119,4,WE,0,8,2182
